0	0	0	1	0	.	.	.	.	.	.	55.5	.	.	.	.	1	1	1	1	1	0	0	0	0.353	0.647	4	1089	.	.	.	.	.	.	.	.	.
1	0	0	1	1	.	.	.	.	.	.	53.67	49.11	.	.	.	0	.	.	.	.	.	0.031	0.964	0	0.006	2	1091	.	.	.	.	.	.	.	.	.
1	0	1	1	1	0	1	1	1	1	0	46.02	65.57	.	.	.	0	.	.	.	.	.	0.337	0.663	0	0	2	1092	2	.	.	.	0.91	0.011	0	0.079	1
1	0	0	1	0	0	1	1	0	0	.	40.05	42.2	43.3	.	.	1	.	.	.	.	.	0.004	0	0.643	0.353	3	1094	2	.	.	.	0.011	0.94	0.016	0.034	2
0	0	0	0	0	0	.	0	0	0	.	49.6	54.13	73.7	.	.	0	.	.	.	.	.	0	0	0.117	0.883	4	1095	2	.	1	1	0	0.07	0.919	0.012	3
1	1	1	1	1	.	.	.	.	.	0	45.91	47.11	.	.	.	0	.	.	.	.	.	0.957	0.043	0	0	1	1097	.	.	.	.	.	.	.	.	.
0	1	0	0	0	1	1	1	0	1	0	37.2	38.52	34.64	.	.	1	.	.	.	.	.	0.001	0	0.999	0	3	1103	2	.	1	1	0.788	0.05	0	0.162	1
1	0	0	1	0	0	0	1	0	0	0	59.31	65.43	72.89	82.84	84.38	1	1	1	1	1	1	0.004	0	0.643	0.353	3	1104	2	1	0	0	0	0.548	0.415	0.037	2
0	0	0	0	0	0	0	0	0	0	.	66.87	66.33	73.29	79.1	85.95	1	0	0	0	0	0	0	0	0.117	0.883	4	1108	2	0	1	0	0	0.041	0.951	0.009	3
0	0	0	1	0	1	0	1	0	0	0	49.63	60.54	71.42	71.19	72.79	1	1	1	1	1	0	0	0	0.353	0.647	4	1112	2	0	1	0	0.003	0.775	0.139	0.083	2
1	0	0	1	0	0	0	0	0	1	.	51.49	.	63.08	.	.	0	.	.	.	.	.	0.004	0	0.643	0.353	3	1116	2	.	1	1	0.001	0.066	0.117	0.815	4
1	.	1	1	1	1	1	1	1	1	0	56.07	52.74	59.22	63.79	67.71	0	1	.	1	1	1	0.869	0.131	0	0	1	1123	2	1	0	0	0.978	0.002	0	0.02	1
1	0	0	1	1	0	1	0	0	0	0	60.3	58.14	73.72	79.46	.	0	.	.	.	.	.	0.031	0.964	0	0.006	2	1124	2	.	1	1	0.001	0.612	0.318	0.069	2
0	0	0	1	1	.	.	.	.	.	0	62.99	.	.	.	.	1	.	.	.	.	.	0.008	0.965	0	0.026	2	1126	.	.	.	.	.	.	.	.	.
0	0	0	.	1	.	.	.	.	.	.	33.69	.	.	.	.	0	.	.	.	.	.	0.004	0.841	0	0.156	2	1127	.	.	.	.	.	.	.	.	.
1	0	1	0	1	1	0	1	1	0	.	40.34	43.3	61.15	.	.	0	.	.	.	.	.	0.048	0.951	0	0.001	2	1129	2	.	.	.	0.09	0.646	0.025	0.24	2
1	1	1	1	1	1	1	1	1	1	0	65.79	73.21	75.49	76.15	79.65	1	1	0	1	1	1	0.957	0.043	0	0	1	1132	2	0	0	0	0.978	0.002	0	0.02	1
1	1	1	1	1	1	0	1	0	1	0	62.94	62.7	69.29	79.19	.	0	.	.	.	.	.	0.957	0.043	0	0	1	1134	2	.	1	1	0.108	0.124	0.002	0.766	4
1	1	1	.	1	1	1	1	0	1	.	44.28	49.2	68.35	70.95	69.43	0	1	1	1	1	1	0.917	0.083	0	0	1	1135	2	1	0	0	0.788	0.05	0	0.162	1
1	1	0	0	1	0	0	0	0	0	0	48.83	43.05	59.22	62.18	.	1	.	.	.	.	.	0.121	0.879	0	0	2	1137	2	.	.	.	0	0.041	0.951	0.009	3
1	0	0	0	0	0	0	0	0	0	.	41.94	43.92	.	.	.	0	.	.	.	.	.	0	0	0.307	0.693	4	1138	2	.	.	.	0	0.041	0.951	0.009	3
1	0	0	0	1	1	1	1	1	1	1	68.37	82.04	86.69	88.24	.	0	1	0	1	1	1	0.003	0.937	0	0.06	2	1140	2	0	1	0	0.978	0.002	0	0.02	1
1	0	0	.	0	1	1	1	0	0	.	49.63	56.22	64	67.98	67.57	0	1	1	1	1	1	0	0	0.347	0.652	4	1142	2	1	0	0	0.064	0.882	0.004	0.05	2
0	1	1	0	0	0	0	0	0	0	.	38.27	32.78	39.55	.	.	0	.	.	.	.	.	0.013	0	0.987	0	3	1144	2	.	1	1	0	0.041	0.951	0.009	3
.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1145	2	.	.	.	0	0.041	0.951	0.009	3
0	0	0	0	0	1	0	0	0	0	.	62.61	.	.	86.09	85.13	0	0	1	0	0	0	0	0	0.117	0.883	4	1146	2	0	0	0	0	0.145	0.807	0.048	3
1	0	0	1	1	1	1	1	1	1	0	52.36	.	.	69.72	74.08	1	0	1	1	0	0	0.031	0.964	0	0.006	2	1149	2	0	1	0	0.978	0.002	0	0.02	1
1	1	0	0	0	1	1	1	1	1	.	52.6	52.82	56.18	.	.	1	.	.	.	.	.	0.006	0	0.994	0	3	1150	2	.	1	1	0.978	0.002	0	0.02	1
.	0	0	0	0	.	.	.	.	.	0	43.99	.	.	.	.	0	.	.	.	.	.	0	0	0.186	0.814	4	1151	.	.	.	.	.	.	.	.	.
1	1	1	1	1	.	.	.	.	.	0	35.54	.	.	.	.	0	.	.	.	.	.	0.957	0.043	0	0	1	1152	.	.	.	.	.	.	.	.	.
1	1	0	1	1	0	0	0	0	0	0	37.45	40.95	48.21	50.17	.	1	.	.	.	.	.	0.58	0.42	0	0	1	1153	2	.	1	1	0	0.041	0.951	0.009	3
0	0	0	1	0	0	0	0	0	0	0	51.79	46.72	64.07	63.86	68.04	0	1	1	1	1	1	0	0	0.353	0.647	4	1155	2	1	0	0	0	0.041	0.951	0.009	3
1	1	1	1	1	1	1	1	1	1	0	60.77	65.36	80.77	77.17	.	1	0	0	0	0	0	0.957	0.043	0	0	1	1158	2	0	0	0	0.978	0.002	0	0.02	1
1	1	1	1	1	.	.	.	.	.	0	32.99	43.32	.	45.09	.	0	.	.	.	.	.	0.957	0.043	0	0	1	1159	.	.	.	.	.	.	.	.	.
0	0	0	1	0	1	0	0	1	1	0	63	62.77	72.79	76.84	.	0	.	.	.	.	.	0	0	0.353	0.647	4	1163	2	.	1	1	0.045	0.014	0.001	0.94	4
0	0	0	0	0	0	0	0	1	0	0	33.52	42.54	73.11	.	.	1	.	.	.	.	.	0	0	0.117	0.883	4	1165	2	.	.	.	0	0.15	0.739	0.111	3
1	1	1	1	0	0	0	0	0	0	0	63.92	.	81.65	.	.	0	1	0	1	1	1	0.65	0	0.35	0	1	1167	2	0	0	0	0	0.041	0.951	0.009	3
1	0	1	0	0	.	.	.	.	.	.	42.48	.	.	.	.	0	1	1	1	1	1	0.002	0	0.977	0.021	3	1168	.	.	.	.	.	.	.	.	.
0	0	0	0	0	.	.	.	.	.	.	59.22	58.02	.	.	.	1	.	.	.	.	.	0	0	0.117	0.883	4	1169	.	.	.	.	.	.	.	.	.
1	1	0	1	1	0	0	0	0	0	0	30.94	.	35.27	.	.	1	.	.	.	.	.	0.58	0.42	0	0	1	1170	2	.	1	1	0	0.041	0.951	0.009	3
0	1	1	0	1	0	0	0	1	0	0	41.33	41.72	43.27	44.85	42.82	1	1	1	1	1	1	0.376	0.624	0	0	2	1172	2	1	1	1	0	0.15	0.739	0.111	3
1	1	1	1	1	1	1	1	1	1	0	54.6	59.71	67.17	66.66	66.01	0	1	1	.	1	1	0.957	0.043	0	0	1	1173	2	1	1	1	0.978	0.002	0	0.02	1
1	0	0	0	0	.	.	.	.	.	0	40.73	.	34.51	33.13	.	0	.	.	.	.	.	0	0	0.307	0.693	4	1174	.	.	.	.	.	.	.	.	.
0	1	1	1	1	1	1	0	.	1	0	57.31	58.48	65.49	.	74.98	1	0	0	1	1	0	0.859	0.141	0	0	1	1175	2	0	0	0	0.457	0.032	0	0.511	4
0	1	0	0	0	.	.	.	.	.	0	44.44	.	.	.	.	0	.	.	.	.	.	0.001	0	0.999	0	3	1176	.	.	.	.	.	.	.	.	.
0	0	0	0	0	.	.	.	.	.	.	44.29	52.42	.	.	.	0	.	.	.	.	.	0	0	0.117	0.883	4	1177	.	.	.	.	.	.	.	.	.
1	1	1	1	1	1	1	0	0	1	.	60.45	66.15	78.69	78.25	79.82	0	1	0	1	1	1	0.957	0.043	0	0	1	1178	2	0	1	0	0.13	0.078	0.001	0.791	4
1	1	0	0	0	1	1	0	1	1	.	45.54	51.03	55.97	.	.	0	1	1	1	1	0	0.006	0	0.994	0	3	1181	2	0	0	0	0.613	0.011	0	0.376	1
1	1	0	1	1	1	0	0	1	1	.	37.06	50.8	51.52	48.85	51.06	1	1	1	1	1	1	0.58	0.42	0	0	1	1183	2	1	1	1	0.045	0.014	0.001	0.94	4
0	0	0	0	0	0	1	1	1	1	0	58.83	58.28	69.47	74.75	78.66	1	1	1	1	1	1	0	0	0.117	0.883	4	1184	2	1	0	0	0.91	0.011	0	0.079	1
1	1	0	0	0	.	.	.	.	.	.	44.63	36.99	.	.	.	0	.	.	.	.	.	0.006	0	0.994	0	3	1186	.	.	.	.	.	.	.	.	.
1	0	0	1	1	1	0	0	1	1	0	71.01	76.16	90.01	94.31	96.39	0	1	0	1	1	1	0.031	0.964	0	0.006	2	1190	2	0	1	0	0.045	0.014	0.001	0.94	4
1	1	0	0	0	1	1	0	0	1	0	55.5	57.63	67.61	69.17	73.07	1	1	0	1	1	1	0.006	0	0.994	0	3	1191	2	0	1	0	0.13	0.078	0.001	0.791	4
1	0	1	1	0	1	0	1	1	0	0	55.71	43.79	62.52	66.62	.	0	.	.	.	.	.	0.056	0	0.94	0.005	3	1193	2	.	.	.	0.09	0.646	0.025	0.24	2
1	0	0	1	0	1	1	1	0	0	.	57.04	59.93	67.42	.	.	1	.	.	.	.	.	0.004	0	0.643	0.353	3	1194	2	.	1	1	0.064	0.882	0.004	0.05	2
0	.	0	0	0	.	.	.	.	.	.	39.46	35.18	.	.	.	0	.	.	.	.	.	0	0	0.17	0.829	4	1195	.	.	.	.	.	.	.	.	.
1	0	0	0	0	1	0	0	0	0	0	60.02	62.28	63.56	.	.	0	.	.	.	.	.	0	0	0.307	0.693	4	1196	2	.	1	1	0	0.145	0.807	0.048	3
0	0	0	0	0	1	1	1	0	0	0	46.98	47.27	55.39	54.4	.	0	0	1	1	1	1	0	0	0.117	0.883	4	1198	2	0	0	0	0.064	0.882	0.004	0.05	2
1	1	1	1	1	.	.	.	.	.	.	31.07	38.5	.	.	.	0	.	.	.	.	.	0.957	0.043	0	0	1	1199	.	.	.	.	.	.	.	.	.
0	0	0	0	0	0	0	0	0	0	0	42.85	53.7	57.56	64.72	.	0	.	.	.	.	.	0	0	0.117	0.883	4	1202	2	.	1	1	0	0.041	0.951	0.009	3
0	0	0	0	0	0	0	0	0	0	0	53.5	62.15	64.46	65.36	.	0	1	1	0	0	1	0	0	0.117	0.883	4	1208	2	0	1	0	0	0.041	0.951	0.009	3
0	1	0	1	0	.	.	.	.	.	0	68.84	75.05	.	84.18	.	1	.	.	.	.	.	0.033	0	0.967	0	3	1209	.	.	.	.	.	.	.	.	.
0	0	0	1	0	.	.	.	.	.	.	47.61	.	.	.	.	1	.	.	.	.	.	0	0	0.353	0.647	4	1211	.	.	.	.	.	.	.	.	.
0	0	0	1	0	1	1	1	1	1	0	44.54	.	42.64	62.82	60.47	1	1	0	1	1	0	0	0	0.353	0.647	4	1212	2	0	1	0	0.978	0.002	0	0.02	1
1	1	1	1	1	1	1	0	1	1	0	68.16	76.64	78.03	87.69	.	1	1	1	1	1	1	0.957	0.043	0	0	1	1214	2	1	1	1	0.613	0.011	0	0.376	1
1	1	1	1	1	.	.	.	.	.	.	47.38	.	.	70.83	.	0	.	.	.	.	.	0.957	0.043	0	0	1	1217	.	.	.	.	.	.	.	.	.
1	0	1	0	0	0	0	0	0	0	.	47.83	42.49	58.1	58.81	.	1	.	.	.	.	.	0.002	0	0.977	0.021	3	1218	2	.	1	1	0	0.041	0.951	0.009	3
1	1	1	1	1	1	0	1	1	0	.	47.91	54.93	68.26	69.56	72.38	1	.	.	.	.	.	0.957	0.043	0	0	1	1219	2	.	.	.	0.09	0.646	0.025	0.24	2
0	1	0	0	0	0	0	0	0	0	0	48.56	51.44	60.67	63.32	57.18	1	1	1	1	1	1	0.001	0	0.999	0	3	1222	2	1	0	0	0	0.041	0.951	0.009	3
0	0	1	1	1	.	.	.	.	.	0	73.7	.	.	.	.	1	.	.	.	.	.	0.122	0.877	0	0	2	1223	.	.	.	.	.	.	.	.	.
1	0	0	0	1	1	0	0	0	0	0	64.49	69.27	76.77	75.94	84.86	0	1	0	1	1	1	0.003	0.937	0	0.06	2	1225	2	0	1	0	0	0.145	0.807	0.048	3
1	1	1	1	0	.	.	.	.	.	.	35.45	35.02	41.04	33.44	.	0	.	.	.	.	.	0.65	0	0.35	0	1	1227	.	.	.	.	.	.	.	.	.
0	0	0	0	0	.	.	.	.	.	.	40.91	46.73	.	.	.	1	.	.	.	.	.	0	0	0.117	0.883	4	1228	.	.	.	.	.	.	.	.	.
0	0	0	0	0	0	1	0	1	0	0	53.08	53.7	67.58	65.84	67.42	1	0	0	0	0	0	0	0	0.117	0.883	4	1229	2	0	1	0	0.027	0.648	0.071	0.254	2
1	1	0	0	1	.	.	.	.	.	.	48.17	.	.	.	.	0	.	.	.	.	.	0.121	0.879	0	0	2	1231	.	.	.	.	.	.	.	.	.
1	0	0	0	1	1	0	0	1	1	.	69.53	77.98	89.68	97.39	94.53	0	0	0	0	0	0	0.003	0.937	0	0.06	2	1232	2	0	0	0	0.045	0.014	0.001	0.94	4
1	1	1	1	1	1	0	0	1	0	0	52.86	62.73	.	78.56	.	0	1	1	1	1	1	0.957	0.043	0	0	1	1233	2	1	1	1	0.004	0.299	0.351	0.346	3
1	1	1	1	1	1	0	0	0	1	.	39.29	66.34	.	.	56.29	0	1	0	1	1	1	0.957	0.043	0	0	1	1234	2	0	0	0	0.004	0.048	0.02	0.927	4
1	1	1	1	1	1	1	1	1	1	.	40.08	34.07	.	.	56.13	0	1	0	1	1	0	0.957	0.043	0	0	1	1235	2	0	0	0	0.978	0.002	0	0.02	1
1	0	0	0	1	1	1	1	1	1	.	58.76	66.96	72.98	81.25	.	0	.	.	.	.	.	0.003	0.937	0	0.06	2	1236	2	.	1	1	0.978	0.002	0	0.02	1
1	1	1	1	1	.	.	.	.	.	0	40.39	32.95	.	.	.	1	.	.	.	.	.	0.957	0.043	0	0	1	1238	.	.	.	.	.	.	.	.	.
1	1	0	0	1	0	0	1	0	0	0	48.59	51.83	53.44	60.36	.	1	0	0	1	1	1	0.121	0.879	0	0	2	1242	2	0	0	0	0	0.548	0.415	0.037	2
1	1	1	1	1	1	1	1	1	0	0	57.02	55.19	71.28	73.34	76.52	0	0	0	0	0	0	0.957	0.043	0	0	1	1244	2	0	1	0	0.678	0.269	0	0.053	1
1	0	1	0	1	1	1	0	0	0	0	34.79	54.34	51.64	47.44	56.88	0	1	1	1	0	0	0.048	0.951	0	0.001	2	1245	2	0	0	0	0.006	0.765	0.095	0.135	2
1	0	0	1	0	0	0	1	0	0	0	54.61	51.74	61.11	.	.	1	.	.	.	.	.	0.004	0	0.643	0.353	3	1247	2	.	0	0	0	0.548	0.415	0.037	2
0	0	.	1	0	1	0	0	0	0	.	37.11	42.05	49.15	56.56	.	1	0	0	0	0	1	0.004	0	0.551	0.445	3	1250	2	0	1	0	0	0.145	0.807	0.048	3
0	1	1	0	0	.	.	.	.	.	.	50.31	.	.	.	.	1	.	.	.	.	.	0.013	0	0.987	0	3	1252	.	.	.	.	.	.	.	.	.
1	0	0	0	0	.	.	.	.	.	.	.	53.54	.	.	.	1	.	.	.	.	.	0	0	0.307	0.693	4	1253	.	.	.	.	.	.	.	.	.
1	0	1	1	0	1	0	0	0	0	.	37.72	50.71	65.33	.	.	0	0	0	0	0	0	0.056	0	0.94	0.005	3	1254	2	0	0	0	0	0.145	0.807	0.048	3
0	0	0	0	1	0	0	0	0	0	0	50.15	62.19	.	.	.	1	.	.	.	.	.	0.001	0.763	0	0.236	2	1256	2	.	1	1	0	0.041	0.951	0.009	3
0	1	0	0	0	.	.	.	.	.	0	59.02	.	.	.	.	0	.	.	.	.	.	0.001	0	0.999	0	3	1257	.	.	.	.	.	.	.	.	.
1	1	1	1	1	.	.	.	.	.	.	34.72	31.22	.	.	.	0	.	.	.	.	.	0.957	0.043	0	0	1	1259	.	.	.	.	.	.	.	.	.
1	1	1	0	1	1	1	1	0	1	0	36.56	25.69	37.64	.	.	1	.	.	.	.	.	0.687	0.313	0	0	1	1260	2	.	1	1	0.788	0.05	0	0.162	1
0	0	0	0	0	0	0	0	0	0	0	60.52	.	.	73.07	.	1	.	.	.	.	.	0	0	0.117	0.883	4	1261	2	.	1	1	0	0.041	0.951	0.009	3
0	1	1	1	1	0	0	0	0	0	.	55.45	55.1	72.92	.	66.72	0	1	1	1	1	1	0.859	0.141	0	0	1	1266	2	1	1	1	0	0.041	0.951	0.009	3
0	1	.	1	1	.	.	.	.	.	.	44.72	48.4	.	.	.	0	.	.	.	.	.	0.75	0.25	0	0	1	1268	.	.	.	.	.	.	.	.	.
0	0	0	0	0	.	.	.	.	.	.	39.18	32.79	.	.	.	0	.	.	.	.	.	0	0	0.117	0.883	4	1270	.	.	.	.	.	.	.	.	.
1	1	1	0	0	.	.	.	.	.	0	37.27	39.57	.	.	.	1	1	0	1	1	1	0.063	0	0.937	0	3	1274	.	.	.	.	.	.	.	.	.
1	0	0	0	0	.	.	.	.	.	0	46.74	.	.	.	.	1	.	.	.	.	.	0	0	0.307	0.693	4	1281	.	.	.	.	.	.	.	.	.
1	1	0	1	1	0	0	0	0	0	0	54.01	38.34	61.84	62.2	74.58	1	1	1	1	1	1	0.58	0.42	0	0	1	1282	2	1	1	1	0	0.041	0.951	0.009	3
1	0	1	1	1	1	1	.	1	1	0	54.28	50.35	65.76	.	.	0	.	.	.	.	.	0.337	0.663	0	0	2	1284	2	.	1	1	0.951	0.002	0	0.046	1
1	0	0	0	1	1	0	0	0	0	0	61.48	.	.	.	.	1	.	.	.	.	.	0.003	0.937	0	0.06	2	1285	2	.	.	.	0	0.145	0.807	0.048	3
1	1	1	0	1	1	.	1	1	1	0	61.89	66.17	66.47	83.32	79.21	0	1	1	1	1	1	0.687	0.313	0	0	1	1287	2	1	0	0	0.935	0.004	0	0.061	1
0	0	0	0	0	0	0	0	0	0	0	47.16	50.13	.	.	.	1	1	0	0	0	0	0	0	0.117	0.883	4	1288	2	0	0	0	0	0.041	0.951	0.009	3
1	1	1	1	1	1	1	1	1	1	0	62.01	67.57	95.26	.	.	0	1	1	1	1	1	0.957	0.043	0	0	1	1289	2	1	1	1	0.978	0.002	0	0.02	1
1	0	0	0	0	1	0	0	1	0	0	43.94	53.93	.	.	.	0	1	1	1	1	1	0	0	0.307	0.693	4	1292	2	1	0	0	0.004	0.299	0.351	0.346	3
1	0	0	0	0	1	1	1	1	1	0	55.37	53.42	66.98	73.92	.	1	.	.	.	.	.	0	0	0.307	0.693	4	1295	2	.	1	1	0.978	0.002	0	0.02	1
0	0	0	1	1	1	1	1	1	1	0	46.19	39.96	66.92	56.54	.	1	1	0	1	1	0	0.008	0.965	0	0.026	2	1296	2	0	1	0	0.978	0.002	0	0.02	1
0	0	0	1	0	0	1	1	1	1	.	43.68	47.65	39.36	42.47	54.25	0	1	1	.	1	1	0	0	0.353	0.647	4	1297	2	1	0	0	0.91	0.011	0	0.079	1
0	0	0	0	0	.	.	.	.	.	.	34.16	37.64	.	.	.	0	.	.	.	.	.	0	0	0.117	0.883	4	1300	.	.	.	.	.	.	.	.	.
1	1	1	1	0	.	.	.	.	.	.	46.59	.	.	.	.	1	.	.	.	.	.	0.65	0	0.35	0	1	1301	.	.	.	.	.	.	.	.	.
0	0	0	0	0	.	.	.	.	.	0	61.43	61.16	.	.	.	1	.	.	.	.	.	0	0	0.117	0.883	4	1303	.	.	.	.	.	.	.	.	.
