casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2
2363,2,0,0,0,1,1,1,1,0,0,0,0,0,62.57,75.17,9999,0,0,0,0
4973,2,1,0,1,0,0,0,0,1,0,0,0,1,52.61,61.99,9999,1,1,1,1
1566,2,0,1,1,0,1,1,0,0,0,0,0,0,45.56,9999,9999,9999,9999,9999,9999
4243,2,0,0,1,0,1,0,0,1,0,1,0,0,44.28,73.24,9999,1,1,1,1
1167,2,0,0,1,1,1,1,0,0,0,0,0,0,63.92,81.65,9999,0.67,0,0.78,0
3166,2,1,0,1,0,0,1,1,1,0,0,0,0,51.53,64.39,71.36,1,1,0.33,0
2487,2,0,0,0,0,0,0,0,1,1,0,0,0,30.85,65.12,9999,9999,9999,9999,9999
6038,2,1,9999,0,1,1,0,0,0,0,9999,0,0,42.52,47.37,9999,9999,9999,9999,9999
2097,2,0,1,0,0,0,0,0,1,1,1,1,1,36.73,33.53,9999,9999,9999,9999,9999
2169,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,47.64,53.57,9999,1,1,1,1
3946,2,0,0,0,0,1,0,0,0,1,1,0,0,45.36,69.01,66.31,0.67,0,0.89,0
4233,2,0,0,0,0,0,0,0,1,1,1,1,1,50.95,68.91,9999,1,1,1,1
2708,2,1,0,1,0,1,1,1,1,1,1,0,0,44.83,39.13,9999,1,1,1,1
3047,2,0,9999,1,1,1,1,1,1,1,1,1,1,67.96,80.91,9999,1,1,0.67,0
1416,2,1,0,1,0,1,0,0,1,0,1,1,0,40.37,39.7,9999,9999,9999,9999,9999
4935,2,1,0,0,0,0,1,0,1,1,0,1,1,38.9,34.47,9999,9999,9999,9999,9999
4521,2,0,0,9999,9999,9999,9999,9999,1,0,0,0,1,41.37,9999,9999,9999,9999,9999,9999
3998,2,0,0,0,0,0,1,1,0,0,0,0,0,42.54,63.72,9999,1,1,1,1
6694,2,1,0,0,0,0,0,0,1,0,1,1,1,54.4,63.25,72.35,1,1,0.67,0
6226,2,0,9999,9999,9999,9999,9999,9999,0,1,1,1,0,66,90.26,94.54,0.67,0,0.67,0
1256,2,1,0,0,0,0,0,1,0,0,0,0,0,50.15,9999,9999,1,1,1,1
3891,2,0,0,1,0,0,0,0,1,1,1,1,1,37.62,49.73,9999,9999,9999,9999,9999
6037,2,0,9999,9999,9999,9999,9999,9999,0,0,0,0,0,44.93,60.71,65.35,0.5,0,0.5,0
4130,2,0,0,0,0,1,0,1,1,1,1,1,1,54.37,75.98,9999,1,1,1,1
6865,2,1,0,1,1,1,1,1,1,1,1,1,1,59.64,76.27,80.82,1,1,0.89,0
5149,2,0,0,1,1,0,1,1,9999,9999,9999,0,9999,43.41,44.21,9999,9999,9999,9999,9999
5727,2,0,0,1,0,0,0,1,0,0,0,0,0,39.82,54.59,9999,1,1,1,1
6433,2,1,1,9999,9999,9999,9999,9999,1,1,1,1,0,64.01,71.01,9999,1,1,1,1
4205,2,0,0,1,1,1,0,1,1,1,1,1,1,66.35,80.67,9999,1,1,1,1
3124,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,41.14,9999,9999,9999,9999,9999,9999
3008,2,1,9999,1,0,0,0,0,1,0,0,0,0,48.7,47.51,9999,9999,9999,9999,9999
4402,2,0,0,1,0,0,1,1,9999,9999,9999,9999,9999,27.36,9999,9999,9999,9999,9999,9999
1046,2,1,0,1,0,0,1,1,9999,9999,9999,9999,9999,47.83,9999,9999,1,1,1,1
1351,2,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,34.71,9999,9999,9999,9999,9999,9999
4166,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,46.72,9999,9999,9999,9999,9999,9999
4134,2,0,9999,1,0,1,1,0,0,0,0,0,0,37.27,34.28,9999,9999,9999,9999,9999
5901,2,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,45.15,9999,53.01,0.33,0,0.33,0
1790,2,0,9999,0,0,0,1,0,9999,9999,9999,9999,9999,45.53,9999,9999,9999,9999,9999,9999
5462,2,1,1,1,1,1,1,1,1,1,1,1,1,50.52,54.71,66.07,1,1,0.89,0
1396,2,1,0,0,0,0,0,1,0,1,1,0,0,53.08,72.36,9999,0.67,0,0.78,0
4023,2,1,0,0,0,0,1,0,1,1,1,1,1,37.5,68.17,9999,9999,9999,9999,9999
2469,2,1,0,1,1,1,1,1,0,1,1,1,1,62.74,65.16,9999,9999,9999,9999,9999
5596,2,1,0,0,0,0,0,0,1,1,0,1,0,35.65,52.22,9999,0.33,0,0.33,0
5698,2,1,0,1,1,1,1,1,0,0,1,0,0,37.7,61.03,62.26,1,1,0.44,0
6910,2,0,0,0,1,1,0,0,9999,9999,9999,9999,9999,45.65,9999,61.49,1,1,1,1
1034,2,1,0,1,1,1,1,1,0,0,0,0,0,48.46,62.23,9999,9999,9999,9999,9999
2984,2,1,1,0,0,0,0,0,1,0,0,1,0,40.1,9999,9999,1,1,1,1
4716,2,0,0,1,0,1,1,1,0,0,0,1,0,41.11,46.78,54.56,0.33,0,0.78,0
1694,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,43.78,9999,9999,1,1,1,1
4293,2,1,0,1,0,1,1,0,1,1,1,1,0,54.54,63.85,9999,1,1,1,1
6021,2,1,0,1,0,0,0,1,0,0,0,0,1,40.62,59.08,63.4,0.67,0,0.56,0
5688,2,1,9999,1,1,1,0,0,9999,9999,9999,9999,9999,38.98,9999,9999,9999,9999,9999,9999
6644,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,64.38,9999,9999,9999,9999,9999,9999
5643,2,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,41.53,9999,9999,9999,9999,9999,9999
2944,2,1,1,1,1,1,0,0,1,0,1,1,0,43.28,53.43,56.78,0.33,0,0.33,0
4937,2,0,0,1,0,0,0,0,0,0,0,0,0,36.02,49.57,55.69,0.67,0,0.56,0
3969,2,1,0,1,1,1,1,1,1,1,1,1,0,64.2,78.84,88.45,1,1,0.62,0
4660,2,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,42.18,9999,9999,9999,9999,9999,9999
2863,2,1,1,0,0,0,0,1,1,1,1,1,1,35.6,60.55,9999,1,1,1,1
6471,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,51.76,9999,9999,9999,9999,9999,9999
2074,2,1,0,1,0,1,0,1,1,0,0,0,0,38.26,55.65,9999,1,1,1,1
6887,2,1,1,0,0,0,0,0,0,0,0,0,0,48.01,57.6,9999,0.33,0,0.44,0
3926,2,1,0,0,0,0,0,0,1,0,0,0,0,44.02,73.55,9999,0,0,0,0
4812,2,0,0,1,1,1,1,1,1,1,1,1,0,53.04,64,63.82,1,1,0.89,0
3095,2,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,36.73,9999,9999,9999,9999,9999,9999
1793,2,1,0,0,0,1,0,1,0,0,0,0,0,55.58,62.79,71.7,0.33,0,0.11,0
2720,2,1,1,1,0,0,0,1,1,0,1,0,0,51.15,48.44,9999,0.5,0,0.25,0
4208,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,32.36,9999,9999,9999,9999,9999,9999
5270,2,1,0,1,1,1,1,1,0,0,0,0,0,38.73,41.17,32.07,1,1,0.62,0
4069,2,0,0,1,0,1,0,1,0,0,0,0,0,34.18,35.13,9999,1,1,1,1
1395,2,0,0,0,0,0,0,0,0,0,0,0,0,34.91,45.24,9999,9999,9999,9999,9999
5271,2,1,0,1,0,1,0,0,9999,9999,9999,9999,9999,50.74,9999,9999,1,1,1,1
6486,2,0,0,0,1,1,0,0,9999,9999,9999,9999,9999,35.19,9999,9999,9999,9999,9999,9999
5547,2,0,1,0,0,0,0,0,0,0,0,0,0,30.93,30.83,47.81,0,0,0.38,0
3137,2,1,1,1,0,1,0,0,0,0,0,0,0,50.02,60.93,63.22,0.67,0,0.89,0
5383,2,0,9999,1,0,0,0,1,9999,9999,9999,9999,9999,39.83,9999,9999,9999,9999,9999,9999
1306,2,0,0,1,0,1,0,1,0,1,1,1,1,52.22,64.29,64.6,0.5,0,0.75,0
6147,2,1,1,1,0,0,0,1,0,0,0,0,0,38.68,9999,60.67,0.67,0,0.89,0
1529,2,0,0,1,0,1,0,1,1,0,1,0,1,55.69,54.51,56.44,0.5,0,0.62,0
6322,2,1,0,0,0,0,0,0,0,0,1,0,0,47.78,65.86,68.56,0.67,0,0.44,0
1484,2,1,0,1,0,1,1,1,0,0,0,0,0,39.74,51.65,58.98,0,0,0.38,0
5235,2,1,0,1,1,1,0,1,0,0,0,0,0,53.52,59.79,9999,1,1,1,1
3997,2,0,0,1,1,1,1,1,1,1,1,1,1,56.07,9999,9999,9999,9999,9999,9999
3696,2,1,0,1,0,0,0,1,1,0,1,0,0,57.63,60.75,67.15,0.33,0,0.44,0
5422,2,0,0,1,0,0,0,0,1,1,1,1,1,53.89,66.21,9999,0.33,0,0.78,0
1400,2,0,9999,0,0,0,1,1,9999,9999,9999,9999,9999,38.61,9999,9999,9999,9999,9999,9999
4784,2,0,9999,1,1,0,1,0,9999,9999,9999,9999,9999,42.98,9999,9999,9999,9999,9999,9999
5472,2,1,0,1,0,0,1,1,1,1,0,1,1,56.66,66.44,73.01,0.33,0,0.78,0
1546,2,1,9999,1,1,1,1,1,9999,9999,9999,9999,9999,37.03,9999,9999,0,0,0,0
5200,2,0,1,1,0,1,1,1,1,0,1,1,1,39.47,46.75,46.32,0.33,0,0.78,0
1329,2,1,0,0,1,1,1,1,1,0,0,1,0,38.91,34.71,9999,1,1,1,1
1846,2,0,1,0,0,0,0,0,1,1,1,1,1,46.28,60.51,9999,9999,9999,9999,9999
6216,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,54.63,9999,9999,9999,9999,9999,9999
2860,2,1,0,1,1,1,1,1,1,0,1,1,1,56.74,68.47,76.85,0,0,0,0
5583,2,0,0,0,0,0,0,0,1,1,1,1,0,45.68,56.27,9999,1,1,1,1
2226,2,1,0,1,1,0,0,0,9999,9999,9999,9999,9999,61.83,9999,76.17,0.67,0,0.89,0
2967,2,0,0,0,0,0,0,0,0,0,1,0,0,41.66,56.5,46.23,0.67,0,0.78,0
4231,2,1,0,1,0,0,0,0,0,0,0,0,0,52.9,60.9,9999,1,1,1,1
5546,2,0,0,0,0,0,0,1,1,0,0,1,1,49.12,61.78,9999,0.67,0,0.33,0
1931,2,0,0,0,0,0,0,0,1,1,1,1,1,45.03,9999,9999,9999,9999,0.8,0
4566,2,1,1,0,0,0,9999,0,0,0,0,1,0,45.03,62.72,63.03,1,1,0.67,0
3286,2,0,0,0,0,0,0,0,0,0,0,0,0,56.94,70.1,66.1,0,0,0.62,0
6581,2,0,0,1,1,1,1,1,1,1,1,1,1,56.23,69.94,70.36,1,1,1,1
6299,2,0,1,0,0,0,0,0,1,0,0,1,1,51.66,75.93,78.12,0.33,0,0.67,0
3774,2,1,0,1,0,0,1,1,9999,1,1,1,1,59.28,64.98,69.81,1,1,1,1
6579,2,1,0,1,1,1,0,1,1,1,0,1,0,36.56,42.96,46.28,1,1,0.62,0
3056,2,0,0,0,0,0,0,0,0,0,0,0,0,51.99,67.57,9999,0.67,0,0.89,0
2187,2,0,0,0,0,0,0,0,1,0,1,9999,0,45.9,45,9999,0.33,0,0.56,0
6645,2,1,0,0,0,0,0,0,0,0,0,0,0,60.12,73.37,9999,1,1,1,1
1369,2,1,0,0,0,0,1,1,1,0,1,1,1,55.45,75.02,75.22,0.67,0,0.67,0
1534,2,1,0,0,0,0,1,0,1,0,0,0,0,60.09,74.98,74.43,0.67,0,0.56,0
1364,2,0,1,0,0,0,0,0,1,1,0,1,1,51.69,65.58,9999,0.33,0,0.78,0
3457,2,0,0,0,0,0,0,0,1,1,0,0,0,57.64,65.48,9999,0.67,0,0.78,0
1924,2,1,0,0,0,0,0,0,1,0,0,0,0,51.65,67.81,75.38,0.67,0,0.89,0
3402,2,1,0,1,0,0,0,0,1,0,0,0,0,57.72,76.01,79.34,0.67,0,0.89,0
2618,2,0,0,1,0,1,1,0,1,0,1,1,0,63.76,78.84,87.88,0.67,0,0.88,0
4846,2,0,1,1,1,1,1,1,1,1,1,1,1,58.44,85.96,94.29,1,1,0.67,0
2596,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1
4312,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,48.69,9999,9999,1,1,1,1
2679,2,0,9999,1,0,1,1,1,1,1,1,1,1,61.63,76.42,90.03,1,1,0.89,0
2628,2,0,0,0,0,0,1,0,0,1,1,1,0,39.1,42.88,9999,1,1,1,1
2729,2,1,0,1,1,1,1,1,1,1,9999,1,1,60.34,79.78,9999,1,1,1,1
3077,2,1,0,1,0,0,0,0,0,0,0,0,0,46.42,42.49,54.1,0,0,0.44,0
2861,2,0,1,0,1,1,0,1,1,1,1,0,1,42.31,9999,46.06,1,1,0.33,0
4097,2,1,0,9999,9999,9999,9999,9999,0,0,0,1,1,48.43,50.18,54.39,1,1,1,1
1619,2,0,9999,0,0,1,1,0,1,9999,9999,1,1,32.14,47.19,52.13,0.67,0,0.67,0
5594,2,0,1,1,1,1,1,1,1,1,1,1,1,62.29,73.5,9999,9999,9999,9999,9999
1323,2,0,1,0,0,0,0,0,0,0,0,1,0,65.55,77.43,9999,9999,9999,9999,9999
4405,2,1,0,0,0,0,0,0,0,0,0,0,0,42.56,48.91,9999,9999,9999,9999,9999
1362,2,1,0,0,0,0,0,0,0,0,0,0,1,47.14,65.61,66.77,1,1,0.89,0
6811,2,1,1,0,9999,1,0,0,0,0,0,9999,0,42.25,56.81,63.23,0.67,0,0.56,0
6437,2,1,0,1,0,1,1,1,1,0,0,0,1,51.91,65.46,65,0.67,0,0.89,0
2390,2,0,0,1,0,0,1,1,1,1,1,1,1,49.78,67,9999,1,1,1,1
4426,2,0,0,1,0,1,1,1,9999,9999,9999,9999,9999,63.41,74.88,81.7,1,1,1,1
6641,2,1,0,0,1,1,0,0,0,1,1,1,1,51.58,59.46,60.53,0.33,0,0.22,0
1472,2,0,1,0,0,0,0,0,1,0,0,0,0,50.52,61.39,9999,0,0,0,0
4425,2,1,0,0,0,0,0,9999,1,1,1,1,1,52.13,64.38,62.79,0.33,0,0.78,0
1963,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,34.97,63.62,9999,9999,9999,1,1
1519,2,1,0,0,0,0,0,0,0,0,0,0,0,50.43,66.73,9999,0.33,0,0.22,0
2841,2,0,0,9999,9999,9999,9999,9999,0,0,0,0,1,53.36,44.78,9999,0.33,0,0.56,0
4977,2,1,0,1,0,0,0,0,1,0,0,0,0,48.66,60.14,9999,0.33,0,0.78,0
2975,2,0,1,0,1,0,1,0,9999,9999,9999,9999,9999,47.35,9999,9999,9999,9999,9999,9999
1254,2,0,0,1,0,1,1,0,1,0,0,0,0,37.72,65.33,9999,0,0,0,0
5251,2,0,0,0,0,1,0,0,0,0,0,0,0,54.38,74.63,72.6,0.33,0,0.78,0
3960,2,0,0,0,0,1,0,0,0,0,0,0,0,57.47,61.19,9999,0.33,0,0.78,0
2833,2,0,0,1,0,1,0,1,1,1,1,1,1,39.25,49.2,9999,0.33,0,0.67,0
1639,2,0,1,1,1,1,1,1,0,1,0,1,1,43.27,39.14,38.54,1,1,0.78,0
1920,2,0,1,0,0,0,1,0,0,1,1,1,1,37.42,44.48,50.62,0.33,0,0.22,0
2804,2,0,0,1,1,1,1,1,1,1,1,9999,1,56.47,69.31,9999,0.33,0,0.67,0
6560,2,0,9999,1,0,0,0,0,9999,9999,9999,9999,9999,52.73,9999,9999,9999,9999,9999,9999
1974,2,0,9999,1,0,0,1,1,1,0,0,1,1,53.49,51.86,9999,9999,9999,9999,9999
4955,2,0,0,1,1,1,1,1,0,0,0,9999,0,50.01,66.14,9999,0.33,0,0.78,0
3378,2,0,1,9999,9999,9999,9999,9999,1,1,0,1,0,37.09,46.53,9999,0,0,0,0
2203,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,48.57,65.53,9999,1,1,0.33,0
3900,2,0,1,1,1,1,0,0,0,1,0,0,0,39.08,46.02,33.69,0.67,0,0.89,0
5438,2,0,1,1,1,1,0,0,1,1,1,1,1,52.03,68.22,66.98,1,1,0.29,0
1292,2,0,0,1,0,0,0,0,1,0,0,1,0,43.94,9999,9999,0.33,0,0.78,0
1684,2,0,0,1,0,0,0,1,0,0,0,0,0,54.44,61.2,60.64,0.67,0,0.44,0
2586,2,0,0,0,0,0,0,0,1,1,1,1,1,55.98,68.87,71.77,0.67,0,0.67,0
4272,2,0,1,0,0,0,0,0,0,0,0,0,0,43.02,50.26,39.43,0,0,0.75,0
4171,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,50.5,9999,9999,9999,9999,9999,9999
5612,2,0,0,1,1,0,9999,1,0,0,0,1,1,53.54,69.96,9999,0.5,0,0.75,0
5085,2,0,0,1,1,1,9999,1,0,0,0,0,0,52.38,57.49,62.78,0.33,0,0.11,0
5330,2,0,0,0,1,0,1,0,1,1,1,1,1,52.04,68.23,62.14,0.67,0,0.78,0
1738,2,0,0,1,1,0,0,1,1,1,1,9999,1,49.98,64.28,68.57,0.67,0,0.89,0
6297,2,0,1,1,1,1,1,1,1,0,0,0,1,30.61,43.11,34.38,1,1,0.75,0
2531,2,0,0,0,0,1,0,0,0,0,0,0,0,43.98,56.47,9999,0.67,0,0.89,0
3424,2,0,1,0,0,1,1,1,0,1,1,0,0,48.8,57.63,9999,0.67,0,0.89,0
2019,2,0,1,1,0,1,1,1,9999,9999,9999,9999,9999,43.52,9999,9999,0,0,0,0
1997,2,0,1,1,1,1,1,1,1,0,0,0,0,35.42,49.3,41.56,0.5,0,0.25,0
6777,2,0,1,1,1,1,1,1,1,1,1,1,1,50.96,66.17,66.16,1,1,1,1
6385,2,0,0,1,1,1,1,1,1,0,0,0,1,60.63,70.47,9999,1,1,0.75,0
4396,2,0,0,0,0,0,0,0,1,0,0,0,0,45.07,50.89,39.91,0.33,0,0.44,0
1647,2,0,0,1,1,0,0,1,1,0,0,0,0,65.98,69.69,80.33,1,1,0.88,0
4912,2,0,1,0,0,0,0,0,1,0,0,0,0,44.5,50.12,9999,1,1,1,1
5217,2,0,0,1,0,1,1,1,0,1,1,1,1,53.83,69.07,64.6,1,1,0.56,0
4198,2,0,1,0,0,0,0,0,0,1,1,1,1,40.81,52.29,48.56,0.33,0,0.11,0
5651,2,0,1,1,0,0,0,1,0,0,1,1,1,50.9,57,9999,0.67,0,0.89,0
5386,2,1,1,1,0,0,1,0,1,0,1,0,0,53.2,63.56,63.9,0.33,0,0.78,0
2821,2,1,0,1,1,0,0,0,0,0,0,0,0,45.83,52.11,9999,1,1,1,1
4441,2,1,1,0,1,1,1,1,1,1,1,1,1,36.36,40.24,38.9,0,0,0,0
2528,2,1,1,0,0,0,1,1,0,1,1,1,1,42.86,61.87,65,0,0,0.11,0
3899,2,1,0,1,1,0,0,1,1,0,1,1,0,62.9,81.8,9999,0.67,0,0.89,0
4571,2,1,0,1,1,1,0,1,0,0,1,1,1,59.66,68.36,9999,0.33,0,0.11,0
5463,2,1,1,0,0,1,0,1,1,0,0,0,0,40.22,48.76,38.63,0.67,0,0.22,0
2265,2,1,1,1,0,0,0,1,1,1,1,1,1,47.02,56.38,52.09,0.33,0,0.33,0
4576,2,1,0,1,0,0,0,0,0,0,0,0,0,54.44,58.33,55.44,0,0,0.22,0
5144,2,1,1,0,0,1,1,1,0,0,0,0,0,42.42,58.85,9999,0.33,0,0.11,0
3682,2,1,1,1,0,1,1,1,1,1,1,1,1,45.62,43.66,46.38,0,0,0.86,0
5240,2,1,1,1,0,0,1,1,1,1,1,1,1,44.26,57.45,60.9,1,1,1,1
2032,2,1,1,1,0,0,0,0,0,1,1,0,0,48.12,59.2,9999,0.33,0,0.78,0
1739,2,1,0,0,0,0,0,0,0,0,0,1,0,54.85,52.46,9999,0.67,0,0.89,0
4072,2,1,1,1,1,1,1,1,1,1,1,1,1,37.29,45.71,39.99,0.67,0,0.78,0
5849,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,34.38,9999,9999,9999,9999,9999,9999
1714,2,1,0,1,1,1,1,1,0,0,0,1,1,35.79,47.55,9999,1,1,1,1
4418,2,1,1,1,0,0,0,1,1,1,1,1,1,34.8,48.65,9999,0.33,0,0.78,0
1876,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,43.37,9999,9999,1,1,1,1
2908,2,1,1,1,0,1,0,1,1,0,1,1,1,51.89,64.51,62.96,0.67,0,0.56,0
6856,2,1,1,1,9999,0,1,9999,1,1,1,1,1,31.66,43.38,36.85,1,1,0.67,0
1036,2,1,1,1,1,0,9999,1,0,0,1,1,1,48.47,62.57,63.36,0.33,0,0.67,0
1649,2,1,1,0,1,1,0,1,0,1,1,0,0,47.11,54.47,9999,1,1,0.14,0
5130,2,0,0,0,0,0,0,1,0,0,0,0,0,57.71,57.57,9999,0.33,0,0.22,0
5972,2,1,0,1,0,0,1,1,0,0,0,0,0,41.25,48.25,9999,0.67,0,0.89,0
5875,2,1,0,0,0,0,0,0,1,1,0,1,1,31.24,41.12,9999,9999,9999,9999,9999
1391,2,1,0,1,0,1,1,1,9999,9999,9999,9999,9999,43.43,50.24,68.58,0.67,0,0.78,0
3849,2,1,0,1,0,1,0,0,1,1,1,1,1,64.18,78.54,82.38,0.33,0,0.78,0
3806,2,1,0,1,0,0,1,0,9999,9999,9999,9999,9999,37.8,9999,9999,9999,9999,9999,9999
2090,2,0,0,1,1,1,0,0,0,0,1,0,1,42.52,46.85,9999,0,0,0,0
2485,2,1,0,1,0,9999,0,0,0,0,0,0,0,34.13,33.32,9999,1,1,1,1
3703,2,1,0,1,1,1,0,0,1,0,1,0,0,47.12,46.23,9999,0,0,0.11,0
6459,2,0,1,0,1,0,0,1,0,0,0,0,0,35.86,37.28,9999,1,1,1,1
1848,2,0,0,1,1,1,1,1,0,0,0,0,0,54.99,74.6,76.31,1,1,1,1
5229,2,0,0,1,0,1,0,1,0,1,1,0,0,36.94,9999,55.59,0.67,0,0.89,0
4616,2,0,1,0,9999,9999,0,0,1,1,0,0,0,35.37,29.61,30.44,0.67,0,0.78,0
4883,2,0,1,0,1,1,0,0,1,1,1,1,1,42.47,56.04,51.56,0.67,0,0.89,0
3173,2,0,0,0,0,0,0,0,0,1,1,1,1,43.76,58.96,9999,1,1,1,1
6760,2,0,0,1,1,1,1,1,1,1,1,1,1,56.78,73.97,61.57,1,1,0.89,0
3955,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,47.32,9999,9999,1,1,1,1
3375,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,39.35,9999,9999,9999,9999,9999,9999
6121,2,0,0,1,1,0,0,1,9999,9999,9999,9999,9999,49.99,9999,9999,1,1,1,1
5897,2,1,1,0,1,1,1,0,1,0,1,0,0,45.75,53.94,67.87,0.67,0,0.89,0
1313,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,63.71,9999,84.09,1,1,0.89,0
2247,2,0,1,1,0,0,0,0,1,0,0,0,0,40.11,53.89,45.03,1,1,0.86,0
2842,2,0,1,0,1,1,0,0,0,0,0,0,0,48.41,52.91,9999,0.5,0,0.62,0
1952,2,0,0,0,0,0,0,0,0,1,0,9999,0,41.23,35.38,40.63,1,1,1,1
4625,2,0,1,0,0,0,0,1,0,1,0,0,1,37.26,45.89,42.32,0,0,0.75,0
3354,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,35.86,9999,9999,9999,9999,9999,9999
2463,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,45.55,9999,9999,9999,9999,9999,9999
3000,2,0,0,1,1,0,0,0,1,1,0,1,1,40.11,38.98,33.29,0,0,0.5,0
5761,2,0,1,1,0,1,0,1,9999,9999,9999,9999,9999,40.58,9999,9999,0,0,0,0
1465,2,0,0,0,1,1,1,1,1,1,1,1,1,54.68,63.24,57.28,1,1,1,1
3361,2,1,0,1,1,1,1,0,0,0,0,0,0,52.08,9999,9999,9999,9999,9999,9999
1176,2,0,0,0,1,0,0,0,9999,9999,9999,9999,9999,44.44,9999,9999,9999,9999,9999,9999
1464,2,0,0,0,0,1,0,0,0,1,1,1,0,41.59,69.47,72.98,0.33,0,0.67,0
6780,2,1,0,0,1,1,1,0,0,1,1,1,1,56.82,40.44,9999,1,1,1,1
1595,2,0,0,1,1,1,1,1,1,1,0,1,1,67.66,81.45,68.41,0.67,0,0.78,0
3789,2,0,1,0,1,0,0,0,1,0,0,0,0,38.92,66.85,9999,1,1,1,1
5838,2,0,0,0,1,1,1,0,1,0,0,1,1,43.88,33.85,36.6,0.67,0,0.5,0
3291,2,1,0,0,0,0,0,0,1,1,9999,1,1,38.03,39.6,9999,1,1,1,1
3004,2,1,1,0,1,1,1,0,9999,9999,9999,9999,9999,56.75,9999,55.95,0,0,0,0
5322,2,0,0,1,0,0,0,1,0,1,0,0,0,54.97,63.53,9999,9999,9999,9999,9999
5983,2,0,0,1,1,1,1,0,0,1,1,1,1,48.15,50.71,9999,0.5,0,0.86,0
5788,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,36.64,40.27,31.6,0.33,0,0.78,0
4901,2,0,0,0,9999,0,0,0,9999,9999,9999,9999,9999,44.66,9999,9999,9999,9999,9999,9999
3419,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,34.91,9999,9999,9999,9999,9999,9999
3933,2,1,0,1,0,0,1,1,0,0,0,0,0,50.66,56.76,45.29,0.33,0,0.11,0
3537,2,0,0,1,1,1,1,1,1,1,1,1,1,64.32,71,70.85,1,1,1,1
5061,2,1,0,1,1,1,1,1,1,1,1,1,1,65.85,68.6,80.12,1,1,0.56,0
2419,2,0,0,1,0,1,0,0,1,1,1,1,1,50.01,9999,9999,1,1,1,1
1282,2,1,0,1,1,0,1,1,0,0,0,0,0,54.01,61.84,74.58,1,1,1,1
5253,2,0,0,0,0,1,0,1,0,1,1,0,0,42.92,52.56,9999,0,0,0.38,0
6464,2,0,0,0,1,1,0,0,9999,9999,9999,9999,9999,34.75,9999,9999,9999,9999,9999,9999
5338,2,1,0,1,0,0,1,1,1,1,1,1,1,55.73,60.68,9999,1,1,1,1
1779,2,1,0,1,0,0,1,1,1,1,1,0,0,51.86,62.84,9999,0.67,0,0.67,0
6599,2,1,0,1,1,0,0,1,1,1,1,1,1,55.57,69.13,68.4,1,1,0.89,0
4994,2,1,0,1,0,0,0,1,1,1,0,1,9999,38.14,52,50.46,1,1,1,1
2411,2,1,1,0,0,0,0,0,0,0,0,0,0,50.25,9999,9999,0,0,0.38,0
3243,2,1,0,0,0,0,0,0,1,0,0,0,1,59.58,9999,9999,1,1,1,1
1234,2,0,1,1,1,1,1,1,1,0,0,0,1,39.29,9999,56.29,0.5,0,0.75,0
2183,2,0,1,1,1,1,1,1,1,0,1,0,1,47.13,53.93,9999,9999,9999,9999,9999
1066,2,1,0,1,1,1,1,1,0,0,1,0,1,44.78,62.02,65.68,0,0,0.62,0
3476,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,36.34,30.49,36.54,1,1,1,1
1080,2,0,0,1,0,1,0,0,1,1,1,1,1,42.04,39.7,40.68,1,1,1,1
4951,2,1,0,0,0,1,0,0,0,1,1,1,0,63.43,76,9999,1,1,1,1
6630,2,1,0,0,0,1,0,0,9999,9999,9999,9999,9999,48.46,9999,68.34,0.33,0,0.22,0
5238,2,1,0,0,0,0,0,1,1,0,0,1,1,58.44,80.34,9999,0.33,0,0.44,0
6775,2,0,0,1,1,1,1,1,1,1,1,1,1,56.93,61.06,9999,1,1,1,1
